,Selected,vst_mean,vst_variable,vst_variance,vst_variance_expected,vst_variance_standardized,highly_variable,means,dispersions,dispersions_norm,mean,std
Mybl1,0.0,0.5453468,0,22.5921,22.643623,0.99772465,False,0.010577265522449723,0.12613319324199346,0.75616163,0.007782656621824271,0.06327847406581692
Vcpip1,0.0,19.071726,0,1175.7866,1214.8645,0.9678336,False,0.2594403406999862,-0.10428751781338326,-0.25762013,0.20572904833549008,0.3009254843408163
1700034P13Rik,0.0,0.23770006,0,1.2489219,7.8536186,0.15902503,False,0.0033409413970560907,-2.8544279677554703,-1.7212318,0.0032508744005293674,0.013228036870154489
Sgk3,0.0,7.5174866,0,567.2973,461.52954,1.2291679,False,0.11354862102643196,0.06058436350155168,0.7016786,0.08541775049671278,0.2091554947518363
Mcmdc2,0.0,0.4214582,0,17.338875,16.377855,1.058678,False,0.0068675022831795616,-0.4750573178878158,0.25646198,0.005450111867327997,0.04830843618074849
Snhg6,0.0,25.161234,0,917.0867,1641.979,0.5585252,False,0.3338845375518813,-0.5508162418119507,-1.3127439,0.2904915928663469,0.27733199621284704
Tcf24,1.0,0.08120925,1,3.9263787,1.8764337,2.069013,False,0.0010770120578752174,-0.40901853963019624,0.3113523,0.0008328133520476913,0.02011767879762473
Ppp1r42,0.0,0.079430945,0,8.452762,1.815061,1.0362949,False,0.001214300164458691,0.44691656544725006,1.0227915,0.000756535703464683,0.025245155553641412
Cops5,0.0,137.30528,0,10960.361,15875.022,0.6904155,False,1.1428544426509804,0.047962101355731174,-0.5183887,1.0284610492855082,0.4929403733520136
Cspp1,0.0,26.679312,0,1438.0187,1757.1893,0.81836295,False,0.37076301982935617,0.15095538747925302,0.34550536,0.29929894798085044,0.3422954419528167
Arfgef1,0.0,23.258448,0,1397.5358,1502.8754,0.9299079,False,0.317850315941663,-0.02846604124377425,-0.078457974,0.25332688749682536,0.3299047570721492
Cpa6,1.0,0.19383521,1,13.267862,6.0451555,1.7870919,False,0.0028614714313921655,-0.03540927465281376,0.6218902,0.0020620069963234147,0.03510646765173227
Prex2,1.0,82.06342,1,17764.959,7489.3813,2.3720195,True,0.8844726955478655,1.3632373981774941,2.2328641,0.5862936179237043,0.7059788833238166
A830018L16Rik,0.0,0.008891524,0,0.05270856,0.034925528,1.1369041,False,0.0001453171062183994,-2.3517916590042582,-1.3034488,0.00013895540838016255,0.003495210989646565
Gm17644,0.0,0.0059276824,0,0.009454759,0.015982123,0.5915834,False,9.054661802034362e-05,-3.4552274215754863,-2.2206066,8.916127590455606e-05,0.0016523058169624293
Sulf1,1.0,14.768821,1,4695.7993,931.4145,4.1730766,False,0.2131223250623602,1.539991654762794,1.9313376,0.11522109877253989,0.3441081697994083
Slco5a1,1.0,0.21873148,1,14.809186,7.0587425,2.0979922,False,0.00297473798049743,-0.13747150508289574,0.53705776,0.0021824850520941338,0.035334888720851804
Ncoa2,0.0,23.270895,0,1400.3174,1503.772,0.9312033,False,0.31622681206073855,0.014133671848697404,0.022202892,0.2496783323976072,0.3351323744522415
Tram1,0.0,97.30172,0,6155.147,9524.46,0.64624625,False,0.9239593078420579,-0.09741612487595068,-0.59035105,0.8283038022102358,0.4339191834611665
Lactb2,0.0,8.988737,0,294.18433,554.2604,0.53076917,False,0.12828252459039685,-0.7575922146146726,0.0216236,0.10991461450204305,0.17942411870355487
Eya1,0.0,3.9199762,0,258.7356,235.77266,1.0973943,False,0.05522844434683891,-0.03269806042313947,0.6241437,0.04167920668797157,0.14500661953339664
Msc,1.0,0.11618257,1,7.636553,3.0959864,2.0210147,False,0.0019023948911390054,0.0957493257593935,0.7309071,0.0013113737498219808,0.02994330707864274
Trpa1,1.0,0.42797866,1,35.451363,16.702291,2.1225448,False,0.006841837057302991,0.2791178791137345,0.88332003,0.004593315620251334,0.0569140666416472
Kcnb2,0.0,0.089508004,0,3.4504652,2.1651897,1.5936087,False,0.0017500917816749178,-0.2863219243791971,0.41333574,0.0013245867391670789,0.026243410085316964
Terf1,0.0,19.553053,0,854.84875,1246.9489,0.68555236,False,0.2631978532019729,-0.4559612342875596,-1.0886065,0.22003857169139415,0.27685633158780704
Sbspon,1.0,0.25251928,1,14.727418,8.4921875,1.7342314,False,0.004042892491268991,-0.025299818870957412,0.630293,0.002906230605700932,0.041827343597394054
4930444P10Rik,0.0,0.013633669,0,0.098865025,0.078803435,1.2545775,False,0.00015279354603010728,-2.4927999513590353,-1.4206526,0.00014684515533385246,0.003399658660279431
Rpl7,0.0,1027.8495,0,288279.25,440934.5,0.65379155,False,2.8302439593213577,0.9175632453035791,-0.88534576,2.757645971882918,0.39632651479579417
Rdh10,0.0,8.319502,0,668.8949,511.52942,1.3076372,False,0.1200173218270771,0.19355189943266518,0.812199,0.08658245669303954,0.2259532415536918
Gm28095,0.0,0.008891524,0,0.042032402,0.034925528,1.2034866,False,0.00020211821981036367,-2.0529624494999412,-1.0550668,0.00019037970517101846,0.00472912014309114
Stau2,0.0,12.126852,0,726.9993,758.3117,0.9587078,False,0.17624657105733302,-0.05632857872339557,0.60450244,0.13537153714787056,0.25855207407456826
Gm7568,0.0,0.007705987,0,0.03612089,0.026515603,1.2691886,False,0.0001168559013011329,-2.6170824252245644,-1.5239542,0.00011283975354838036,0.00279317939718567
Ube2w,0.0,23.206877,0,1073.8451,1499.1624,0.71629673,False,0.31009974297865733,-0.36585427430327844,-0.8756885,0.26310978753675607,0.2855195659939543
Eloc,0.0,68.228806,0,3621.7852,5817.3687,0.6225813,False,0.7272410348808067,-0.42150874984958864,-1.2167715,0.6601237365581184,0.3547513187154764
D030040B21Rik,0.0,0.007705987,0,0.062218163,0.026515603,1.113642,False,8.903908019110281e-05,-2.3774916034244384,-1.3248101,8.519171755617824e-05,0.002726487312287428
Tmem70,0.0,38.851215,0,1822.2394,2805.6653,0.64948565,False,0.46525956789806244,-0.4189450329210143,-1.0011392,0.3986344985126923,0.35574822845328713
Ly96,0.0,2.631891,0,102.79383,149.3259,0.68838584,False,0.04397783203757772,-0.3075866431100986,0.39566085,0.03451296915307954,0.12339563828386975
Jph1,0.0,0.49199763,0,16.050797,19.931427,0.80530095,False,0.007910157173913634,-0.7664265793189037,0.014280622,0.006611701739668766,0.047048795368048346
Gdap1,0.0,0.23710729,0,11.901042,7.828394,1.5202405,False,0.0041467828622833896,0.005227488539963387,0.6556668,0.003023389002708547,0.041053444843199935
Pi15,0.0,0.005334914,0,0.013613277,0.013041531,1.0438404,False,8.818814443036432e-05,-3.3135163868078203,-2.1028187,8.662800786696326e-05,0.0017549522808174907
Gm28154,0.0,0.030823948,0,0.606404,0.3696091,1.1999729,False,0.0005846112359122926,-0.99226702225236,-0.17343424,0.0005024368953175623,0.011985558192136453
Gm16070,0.0,0.35981032,0,14.752429,13.381802,1.1024247,False,0.0059574350869243155,-0.32966834611934953,0.3773069,0.004568699215988227,0.04757184716111699
Crispld1,0.0,7.0788383,0,708.9398,435.33566,1.6284901,False,0.10672849277806241,0.38560667501049606,0.97183174,0.0715973413201354,0.22813903285407225
Gm28153,0.0,0.037937168,0,0.76961565,0.5402023,1.4246805,False,0.000835824795271218,-0.7582338077789685,0.02109032,0.0006924239547169362,0.015700203322614712
Gm28756,0.0,0.002371073,0,0.0023668539,0.0026978126,0.8773233,False,3.926343193697749e-05,-3.9485699308389073,-2.6306648,3.8890496654421753e-05,0.0008608191740125114
Pkhd1,1.0,0.04327208,1,1.5942118,0.67946774,1.7360798,False,0.0009408120739253045,-0.23809816893915173,0.45341852,0.0006950120501554018,0.020021945160630952
Il17f,0.0,0.009484292,0,0.04380086,0.039531514,1.1079986,False,0.0001273790449216954,-2.781737080750301,-1.6608124,0.00012361009710152928,0.0027158975427754597
Mcm3,0.0,277.51157,0,67258.36,47896.7,1.4042379,False,1.6309020245851267,0.9324274231563855,0.36579558,1.398216362003877,0.7336758860362492
6720483E21Rik,0.0,0.20272674,0,5.185449,6.404244,0.8096895,False,0.003609434533832152,-0.7700064273004185,0.0113051105,0.002991375596784528,0.03270113837623493
Paqr8,0.0,4.1778307,0,287.9648,253.0489,1.1379808,False,0.06517976385301268,0.1401667709731919,0.76782614,0.04638052093751739,0.16938184520580957
Efhc1,1.0,1.3461766,1,110.2585,65.90604,1.6729652,False,0.019010971312041398,-0.014625284908832867,0.6391655,0.013830434650537852,0.08913652578287841
Tram2,0.0,37.539417,0,3697.939,2686.996,1.3762352,True,0.4695263657927645,0.48078072019623647,1.1248652,0.3551811554976772,0.43423767455425927
Tmem14a,0.0,3.424422,0,117.38915,202.34558,0.58014196,False,0.05060099666914486,-0.680647217287649,0.08557902,0.04199276261671308,0.12167391267915041
Gsta3,1.0,0.2631891,1,16.191664,8.959245,1.8072577,False,0.0038713475027561104,-0.22477310468526132,0.4644941,0.002923632606059147,0.038760121017849286
Kcnq5,0.0,0.31238887,0,7.8982034,11.175102,0.7067679,False,0.0054088145917742985,-0.781070042039725,0.0021092158,0.004535125723029107,0.03852688603063182
Rims1,1.0,0.16893895,1,8.701573,5.049308,1.72332,False,0.0025033876095870164,-0.1131874719361567,0.5572423,0.0018612081707149715,0.03142369722027974
4933415F23Rik,0.0,0.0059276824,0,0.00589604,0.015982123,0.36891466,False,9.284565320187919e-05,-4.142298681166539,-2.791689,9.211652382114009e-05,0.0012047261600188358
Gm27028,0.0,0.015411974,0,0.034163278,0.09965125,0.3428284,False,0.0002540577331197455,-3.097138650204155,-1.922969,0.0002485684949430498,0.00327869330678207
Ogfrl1,0.0,7.091286,0,227.40804,436.07166,0.52149236,False,0.1094143394420927,-0.6140300713916556,0.1409501,0.0913906596537203,0.17592057706309866
B3gat2,0.0,0.96917605,0,72.97414,44.75602,1.6304877,False,0.015740338252471495,0.12251697778514652,0.75315595,0.011291110348051789,0.08062094489847967
Smap1,0.0,16.732069,0,446.54144,1060.2418,0.42116943,False,0.24374125001751282,-0.6952684172539473,-1.6540767,0.21207421065567092,0.2368978122923611
Sdhaf4,0.0,23.059277,0,929.12225,1488.5474,0.6241805,False,0.30722090568756216,-0.37382622473515065,-0.8945258,0.26236259533541334,0.2794557032821688
Fam135a,0.0,13.395376,0,848.42303,841.66565,1.0080286,False,0.20430625431171134,0.16410306924736467,0.7877216,0.15224934528705666,0.2873817792116841
