HVG
Xkr4
Sox17
Mybl1
Sgk3
Ppp1r42
Prex2
Sulf1
Trpa1
Gdap1
Crispld1
Paqr8
Tram2
B3gat2
Fam135a
Col9a1
Dst
Hs6st1
Neurl3
Arid5a
Ankrd23
Mgat4a
Tbc1d8
Il1r2
Il1rl2
Il1rl1
Tgfbrap1
Fhl2
Gm8251
Ercc5
Col3a1
Col5a2
Slc40a1
Dnah7b
Tmeff2
Cavin2
Myo1b
Gm29453
Gm28323
Stat1
Nemp2
Mfsd6
Hecw2
Pgap1
Ankrd44
Hspd1
Rftn2
Plcl1
Spats2l
Aox3
Als2
Raph1
Icos
Pard3b
Nrp2
Gm29083
Klf7
Ccnyl1
Plekhm3
Akr1cl
Map2
Gm28497
Fn1
Igfbp2
Igfbp5
Tns1
Cxcr2
Cyp27a1
Tuba4a
Des
Epha4
Utp14b
Serpine2
Fam124b
Dock10
Rhbdd1
Slc19a3
Ccl20
Sp100
Itm2c
Sag
Usp40
Sh3bp4
Ackr3
Col6a3
Klhl30
Bok
D2hgdh
Pdcd1
D1Ertd622e
Pam
Tnfrsf11a
Zcchc2
Bcl2
Serpinb8
Tmem177
Tmem37
Ccdc93
Dpp10
Nckap5
Mgat5
Cd55
Pfkfb2
Rassf5
Ikbke
Gm29488
Ctse
Slc45a3
Cdk18
Gm29695
Klhdc8a
Nuak2
Tmem81
Lrrn2
Sox13
Lax1
Btg2
Platr1
Klhl12
Ppp1r12b
Gm28892
Lgr6
Ptpn7
Nav1
Phlda3
Lad1
Tnnt2
Kif21b
Camsap2
Nr5a2
A430106G13Rik
Ptprc
Aspm
Cfh
Rgs2
Rgs1
Pla2g4a
Hmcn1
2810414N06Rik
Colgalt2
Rgl1
Ncf2
Npl
Rgs16
Rnasel
Ier5
Mr1
Cep350
Tor1aip1
Fam163a
Tor3a
Rasal2
Astn1
Cenpl
Pigc
Dnm3
Dnm3os
Fmo1
Selp
F5
Slc19a2
Mpzl1
Dusp27
Pbx1
Rgs5
Rgs4
Gm7694
Nos1ap
Olfml2b
Fcrlb
Fcgr2b
Fcgr4
Fcgr3
Pcp4l1
Apoa2
Fcer1g
Adamts4
Nectin4
Arhgap30
F11r
Cd48
Slamf1
Pea15a
Atp1a2
Ackr1
Ifi208
Ifi203
Akt3
Kif26b
Gm16564
Cnst
Coq8a
Itpkb
Lefty2
Lefty1
Tmem63a
Enah
Degs1
Susd4
Tlr5
Disp1
Hhipl2
C130074G19Rik
Slc30a10
Ptpn14
Prox1
Rps6kc1
Atf3
1700034H15Rik
Rd3
Irf6
Traf3ip3
Lamb3
Hsd11b1
G0s2
Camk1g
Plxna2
Cd34
A330023F24Rik
Fam171a1
Frmd4a
Mcm10
Optn
Ccdc3
Dhtkd1
Echdc3
Celf2
Gata3
Gm13262
Itih5
Prkcq
Pfkfb3
Il15ra
Ankrd16
Itga8
St8sia6
Mrc1
Slc39a12
Plxdc2
Nebl
Etl4
Psd4
Gm13387
Uap1l1
Npdc1
Ptgds
Mamdc4
Kcnt1
Nacc2
Notch1
Adamtsl2
Sardh
Col5a1
Olfm1
Ppp1r26
Gfi1b
Sptan1
Pkn3
Lrrc8a
Ptges
Ass1
Qrfp
Lamc3
Aif1l
Fam102a
Ak1
Eng
Sh2d3c
Ralgps1
Angptl2
Hspa5
Cutal
Phf19
Gsn
Stom
Lhx6
Ptgs1
Gpr21
Gm13556
Nr5a1
Olfml2a
Acvr2a
Kif5c
Lypd6
Rnd3
Tnfaip6
Neb
Nr4a2
Cytip
Acvr1
Baz2b
Ly75
Pla2r1
Dpp4
Grb14
Cobll1
Nostrin
Spc25
Gad1
Metap1d
Itga6
Rapgef4
Chrna1
Chn1
Ccdc141
Itga4
Itprid2
Frzb
Nckap1
Itgav
Fam171b
Calcrl
Tfpi
Btbd18
Serping1
Ube2l6
Smtnl1
Slc43a3
4933423P22Rik
Spi1
Gm13783
Ddb2
Lrp4
Mdk
Creb3l1
Cry2
Chst1
Syt13
Tspan18
Cd82
Alx4
Gm10800
Rag2
Prr5l
Pamr1
Ehf
Abtb2
Lmo2
Cd59a
Mpped2
Kif18a
Fibin
Ano3
Fmn1
Actc1
Meis2
Thbs1
Inafm2
Ccdc9b
Disp2
Knstrn
Bahd1
Knl1
Dll4
Chac1
Pla2g4b
Ehd4
Pla2g4f
Stard9
Ttbk2
Tmem62
Lcmt2
Adal
B2m
Trim69
Sord
Gatm
Sqor
Sema6d
Slc24a5
Fbn1
Cep152
Slc27a2
Hdc
Dusp2
Kcnip3
Zfp661
Mal
Mall
Bcl2l11
Mertk
Tmem87b
Fbln7
Ttl
Il1a
Il1b
4930402H24Rik
Atrn
Mavs
Prnp
Prnd
Cds2
Prokr2
Bmp2
Tmx4
Plcb1
9630028H03Rik
Pak7
Ankef1
Snap25
Jag1
Flrt3
Bfsp1
Ralgapa2
Pax1
Thbd
Cd93
Syndig1
Pygb
Slc52a3
Id1
Ccm2l
Tspyl3
Kif3b
Dnmt3b
Cdk5rap1
Necab3
Gm14226
Trp53inp2
Procr
6430550D23Rik
Myl9
Sla2
Nnat
Tgm2
Lbp
Ppp1r16b
Fam83d
Mafb
Gm14221
Zhx3
Lpin3
Ptprt
Mybl2
Tox2
Hnf4a
Slpi
Matn4
Pigt
Gm14317
Zswim3
Pltp
Mmp9
Cd40
Zfp334
Slc2a10
Eya2
Sulf2
Znfx1
Kcnb1
Ptgis
Slc9a8
Cebpb
Atp9a
Tshz2
Pmepa1
Edn3
Cdh4
Lama5
Cables2
B230312C02Rik
Slco4a1
Col9a3
Col20a1
Chrna4
Zbtb46
Samd10
Tcea2
Oprl1
Zfhx4
Pkia
Stmn2
Hey1
Fabp5
Pmp2
Fabp4
Car1
Car3
Car2
Pde7a
Cpa3
Tnfsf10
Fndc3b
Pld1
Tnik
Slc2a2
Egfem1
Mannr
Mecom
Skil
Cldn11
Slc7a14
Zmat3
Zfp267
Gm11549
Trpc3
4932438A13Rik
Bbs12
Spry1
Ankrd50
Fat4
Pcdh18
Maml3
Lhfp
Frem2
Postn
Smad9
Tm4sf1
Pfn2
Igsf10
Sucnr1
Gm37696
Arhgef26
Mme
Kcnab1
Il12a
Ppm1l
Serpini1
Fstl5
Rapgef2
Gm26984
Gask1b
Gria2
Ctso
Gucy1a1
Map9
Fgg
Fgb
Sfrp2
Tlr2
Trim2
Tmem154
Kirrel
Fcrls
Arhgef11
Crabp2
Nes
Iqgap3
Rhbg
Lmna
Syt11
Fdps
Gba
Thbs3
Trim46
Efna1
1700094D03Rik
Nup210l
Dennd4b
Slc27a3
Npr1
S100a16
S100a4
Ivl
Cgn
Selenbp1
Pi4kb
Tmod4
Tnfaip8l2
Ecm1
C920021L13Rik
BC028528
Car14
Mtmr11
Txnip
Pdzk1
Gja5
Fmo5
Prkab2
Hmgcs2
Phgdh
Gm42868
Trim45
Ptgfrn
Igsf3
Gm42939
Gm42941
Slc22a15
Nhlh2
Vangl1
Gm43063
Dennd2c
Olfml3
Magi3
Gm43696
Rhoc
Cttnbp2nl
Kcnd3
I830077J02Rik
Chil5
Dennd2d
Cd53
Prok1
Slc16a4
Alx3
Csf1
4933431E20Rik
Gstm6
Amigo1
Gm12522
5330417C22Rik
Wdr47
Gm43221
S1pr1
Gm9889
Vcam1
Agl
Palmd
Gm42664
Bcar3
Usp53
Synpo2
Prss12
Tram1l1
Camk2d
Alpk1
Pitx2
Cfi
Col25a1
Lef1
Dkk2
Npnt
Tet2
Cxxc4
Slc39a8
Emcn
Ddit4l
Dapp1
Adh1
Adh6b
Unc5c
Pdlim5
Gbp7
Gbp3
Gbp2
Clca3a1
Ccn1
Ddah1
Mcoln3
Lpar3
Ssx2ip
Adgrl2
Adgrl4
Ifi44
Ptgfr
St6galnac3
Gm43400
Tyw3
Depdc1a
Plag1
Car8
Trp53inp1
Dpy19l4
Gem
Pdp1
Tmem67
Tmem64
Osgin2
Ripk2
A530072M11Rik
Mmp16
Gm11872
Fbxl4
Klhl32
Epha7
Bach2
Gja10
Rragd
Srsf12
