,Selected,vst_mean,vst_variable,vst_variance,vst_variance_expected,vst_variance_standardized,highly_variable,means,dispersions,dispersions_norm,mean,std
Olfr1124,0.0,0.0373444,0,0.07867574,0.52533585,0.14976275,False,0.0005282268927701196,-3.1487110815930195,-1.7138073,0.000517329296845699,0.004627206328173041
Olfr152,0.0,0.0017783047,0,0.0017761951,0.0015321586,1.1592764,False,4.566951832026862e-05,-3.7213859353135716,-2.1583788,4.5127886566653936e-05,0.0010362747389128684
Olfr1152,0.0,0.013633669,0,0.017014487,0.078803435,0.21591048,False,0.00021454090411449788,-3.848091059475033,-2.256741,0.0002122929469289016,0.0021127643284071453
Olfr1156,0.0,0.005334914,0,0.00649584,0.013041531,0.49808875,False,7.054783930530009e-05,-4.429540675458023,-2.7081244,7.013109027579768e-05,0.0009115427616340704
Olfr1167,0.0,0.008891524,0,0.008817691,0.034925528,0.25247124,False,0.0001209895744630382,-4.082554483324498,-2.4387565,0.00011998237274466882,0.0014157202014949783
Olfr1173,0.0,0.011855365,0,0.012908002,0.0605055,0.21333602,False,0.00017635423016816682,-3.941565143528211,-2.3293054,0.00017467031837737753,0.001828836576389583
Olfr1175-ps,0.0,0.0029638412,0,0.0029568095,0.004172214,0.70869076,False,3.4643885154266175e-05,-4.288626173249577,-2.5987315,3.440854414196063e-05,0.0006847829107222915
Olfr1183,0.0,0.002371073,0,0.0035530936,0.0026978126,1.3170276,False,6.73967118927197e-05,-3.499509743423519,-1.9861349,6.640081261438946e-05,0.0014044884180699178
Olfr1220,0.0,0.0035566094,0,0.003546062,0.005948564,0.59612066,False,3.299635765235899e-05,-4.310451185648383,-2.6156743,3.277705768685069e-05,0.0006610271465566386
Olfr1238,0.0,0.0035566094,0,0.003546062,0.005948564,0.59612066,False,5.4990543678919315e-05,-3.6778082701803654,-2.1245492,5.430917389304737e-05,0.0011623553399594162
Olfr1247,0.0,0.007113219,0,0.014184248,0.022721985,0.6242521,False,0.00016940928810590247,-2.7984518720723237,-1.4418987,0.00016451307620691768,0.0030909797470844128
Olfr1250,0.0,0.0029638412,0,0.004143049,0.004172214,0.99300975,False,6.94499588483403e-05,-3.4246963660791825,-1.9280567,6.83474231799376e-05,0.0014766333965273327
Olfr1271,0.0,0.0017783047,0,0.0017761951,0.0015321586,1.1592764,False,2.7278238652402062e-05,-4.129020792331505,-2.4748287,2.7061190801144863e-05,0.0006573820388856625
Ptprj,0.0,2.368109,0,126.462875,131.5121,0.9616063,False,0.02186268933543346,-0.1363707138884077,0.62469333,0.016496141977646185,0.09118223079035065
4933423P22Rik,1.0,0.15886189,1,9.629552,4.6617193,1.8975661,True,0.002757338538051589,0.16209378671361224,0.8563934,0.001864361641619959,0.036501505866657395
Nup160,0.0,26.24007,0,1504.7104,1723.3593,0.8731264,False,0.35660533617513107,-0.14026825690323555,-0.39871898,0.28815639716515296,0.3483119059464535
Fnbp4,0.0,48.82632,0,2937.3262,3753.016,0.7826575,False,0.613185963499632,0.029703865741653148,-0.21598524,0.5136466031718426,0.42892223165021165
Agbl2,0.0,0.13337286,0,5.5877767,3.7284956,1.4986678,False,0.0018810554002834966,-0.3331154029000387,0.47195908,0.0014433417819003586,0.026648386869614085
Mtch2,0.0,188.61115,0,18245.193,25917.924,0.7039605,False,1.33455694057313,0.19213749214074752,-0.437076,1.2110274476042697,0.521836220168355
C1qtnf4,0.0,0.30883226,0,6.433036,11.012024,0.58418286,False,0.002057510899160271,-1.4071653611217554,-0.36183336,0.001851493639898381,0.01935973904666516
Ndufs3,0.0,110.35151,0,6650.4604,11445.119,0.581074,False,0.9611413397116386,-0.2862080081372261,-1.3140728,0.8756750181488243,0.4211412571047913
Kbtbd4,0.0,14.628334,0,590.5765,922.17676,0.6404157,False,0.2028951921947326,-0.4749644584824184,0.3618407,0.16831756354061952,0.24694541680064447
Ptpmt1,0.0,18.668642,0,683.5325,1187.6587,0.5755294,False,0.265110777204579,-0.34641467782270574,-0.9563665,0.22102817293088772,0.2774905300314541
Celf1,0.0,73.21695,0,4911.979,6400.0757,0.76748765,False,0.7811096349186831,-0.02328587477351998,-0.52924263,0.6788192200581262,0.4431746658244684
Rapsn,0.0,0.45998815,0,13.71118,18.308968,0.7488779,False,0.0049113835140134916,-1.155056578547047,-0.16611956,0.00428911948223664,0.03351280981964596
Gm13778,0.0,0.5791346,0,13.965116,24.354246,0.57341605,False,0.007764651133842215,-0.9866831509852237,-0.03541009,0.006667547814149216,0.04394446453754431
Psmc3,0.0,264.72495,0,31069.086,44391.273,0.6998918,False,1.6040923470664397,0.14441571837606532,-0.7976754,1.4971664238075457,0.4929684949479625
Slc39a13,0.0,18.82869,0,1406.3911,1198.5098,1.1734499,False,0.2996614139374287,0.10336479444887174,0.26033375,0.22792274905519028,0.34666761725442924
Spi1,1.0,70.77653,1,15860.753,6111.668,2.5951593,True,0.6362026718249146,0.847997162737898,1.8511615,0.4330525921978936,0.5876386480699609
Mybpc3,0.0,0.36514524,0,12.770504,13.634847,0.93660784,False,0.004293572142998092,-0.8363175643134714,0.08131976,0.003617937012734612,0.03413855891351576
Madd,0.0,18.035566,0,1292.1293,1145.0115,1.1284858,False,0.2738280477247732,-0.014889391627499885,-0.059556123,0.2118591060917334,0.32365048349915
Nr1h3,0.0,1.9152341,0,134.67549,101.62837,1.3251761,False,0.036121051309715324,0.0036155782101554824,0.7333657,0.0260357651036603,0.12517895722591663
Gm13783,0.0,0.039122704,0,1.2641861,0.5701446,1.55668,True,0.001303194675903208,0.08873584480886615,0.79944515,0.0008998856537151661,0.024691862295224524
Acp2,0.0,36.335506,0,3510.9668,2577.578,1.3621186,True,0.4692080060842655,0.45605808552674326,1.2144058,0.3518143647177083,0.4413130074374116
Ddb2,0.0,5.5886188,0,337.10825,344.45847,0.9786615,True,0.09298755079325292,0.08947375904166256,0.800018,0.06816316321223163,0.19577642473394652
Pacsin3,0.0,5.5020747,0,282.17065,338.86374,0.83269656,False,0.0730179884055861,-0.2790324846465583,0.51394403,0.05636444795416223,0.1659661215019113
Arfgap2,0.0,29.088915,0,1611.4701,1950.6934,0.82610124,False,0.3498993233575054,-0.3128341718997309,-0.8655277,0.2892125196234278,0.3318765052087537
1110051M20Rik,0.0,17.039715,0,1006.92426,1080.0665,0.9322799,False,0.2049374659655997,-0.26075819393616534,0.5281305,0.16382723176430913,0.26505829222656513
Lrp4,0.0,7.3615885,0,570.33417,452.14468,1.2613975,False,0.0607808571885889,0.03742874813591282,0.75961506,0.045238928049612874,0.1536484491028304
Ckap5,0.0,75.38412,0,7037.3433,6661.2886,1.0564537,False,0.7956960859584046,0.5199796406284152,0.65615606,0.6449404197737904,0.5260366660154123
F2,0.0,0.9905157,0,66.44,45.885864,1.4479406,True,0.018328964655201407,0.09040088622806104,0.80073774,0.012923955466335572,0.09026316725119801
Zfp408,0.0,6.2542977,0,339.47327,386.39682,0.8785612,False,0.10108159324295563,-0.02985027020028362,0.7073859,0.07660629713675204,0.1961071717869559
Arhgap1,0.0,104.3853,0,11076.437,10547.848,1.0501134,False,0.9777132197732112,0.362403521445595,0.021404073,0.8280058793055753,0.5451281058848815
Atg13,0.0,19.726141,0,1326.6592,1258.4294,1.0542182,False,0.290041820813987,0.04303691206374528,0.09714055,0.22508244437997182,0.3301632439882145
Harbi1,0.0,12.108477,0,802.53094,757.1001,1.0600064,False,0.16678241434139118,0.050787661960206516,0.76998574,0.12388828124640511,0.2633386333289839
Ambra1,0.0,7.880261,0,350.65707,483.8591,0.72470903,False,0.11846572280827278,-0.34856813383752977,0.45996302,0.09524142033932453,0.19639677214290163
Chrm4,0.0,0.09069354,0,2.6898718,2.2058704,1.2194152,False,0.0006574506009155138,-1.1153631848199306,-0.1353053,0.0005714420067777853,0.012416592607680653
Mdk,1.0,181.44518,1,51365.617,24394.484,2.1056242,True,1.1639271659759238,0.9024704720328678,1.1333901,0.9206159015501847,0.6976026511852866
Dgkz,0.0,58.98044,0,3053.738,4796.7627,0.6366248,False,0.6948555116530024,-0.2803810500995412,-0.999312,0.6220551312029894,0.37071368080462896
Gm9821,0.0,0.56312984,0,26.9496,23.544376,1.14463,False,0.009067934851079325,-0.12570367216035994,0.63297427,0.0067790650209521176,0.059421451758610216
Creb3l1,0.0,4.4676943,0,341.28113,272.14227,1.2540541,True,0.05091280226093622,0.19103969715737276,0.87886435,0.036354608343994864,0.14678746653511468
Phf21a,0.0,15.7824545,0,696.99713,998.63446,0.69795024,False,0.2521147490746779,-0.10608702967972966,-0.30625522,0.20284229033636902,0.2862876468864055
Large2,0.0,1.0278602,0,58.855095,47.872456,1.2294146,False,0.01223781976532418,-0.3470853392547512,0.46111414,0.009421646863241113,0.0679425088566071
Pex16,0.0,21.44754,0,1208.5997,1374.003,0.87961936,False,0.272014534258888,-0.17572291569625484,-0.4946275,0.2168770952252299,0.3097919663107355
1700029I15Rik,0.0,0.55008894,0,25.957008,22.883968,1.134288,False,0.009466438689120097,-0.14855821503343009,0.6152321,0.007141560568500345,0.05981031110670402
Mapk8ip1,0.0,0.8304683,0,32.25238,37.42387,0.8618131,False,0.006081603640114748,-1.0668585549477374,-0.09765082,0.005324480402344298,0.036161322692846304
Cry2,0.0,16.932425,0,1174.3561,1073.1495,1.094308,True,0.23474487306401312,0.08523714817598071,0.7967291,0.17611269050530184,0.310604119235257
D930015M05Rik,0.0,0.119146414,0,3.1073852,3.20686,0.9689806,False,0.0019321922316666274,-1.0355520815754142,-0.07334738,0.0016956293754463187,0.019916738382848534
Slc35c1,0.0,14.159454,0,806.9633,891.48456,0.9051904,False,0.1919289042049207,-0.1376881869533711,0.6236706,0.15144650858076023,0.258988627200361
Gm13814,1.0,0.09425015,1,5.844611,2.327361,2.1272895,True,0.0009246027829792143,0.08504010778528484,0.79657614,0.0006258036995096134,0.02146971934851585
Chst1,0.0,2.0776527,0,169.72292,112.11495,1.5138294,True,0.02559318253719811,0.11027082987279205,0.8161629,0.017983722703067702,0.10734279410689021
Gm13816,0.0,0.04030824,0,0.43846917,0.60055494,0.7301067,False,0.0005536427398411017,-1.49608507801599,-0.43086234,0.0005011876559196738,0.009836795570837113
Syt13,1.0,0.36810908,1,40.685886,13.776019,2.8013334,True,0.0017415997124377548,0.38897777518566723,1.0325251,0.0011126774117135353,0.029717857558525778
Prdm11,0.0,2.7249556,0,141.9848,155.56073,0.91272914,False,0.04595873378419762,-0.15981345377844092,0.6064946,0.034861388008174315,0.13256650514906512
4631405J19Rik,0.0,0.10491998,0,1.6443827,2.6928358,0.6106509,False,0.0017729540881269408,-1.237697744330411,-0.23027447,0.0015758739391890945,0.018641690451561634
Trp53i11,1.0,18.162418,1,3045.963,1153.4487,2.640744,True,0.20122681669615508,0.7908805441212341,1.344525,0.13093833677065556,0.3148797340336168
Tspan18,1.0,193.53764,1,56036.36,26987.217,2.0764039,False,1.5488698884879293,1.1297870106313879,0.74497527,1.2866290018592306,0.7496598635564763
Cd82,0.0,7.08773,0,655.43,435.86136,1.5037581,True,0.12972930441999164,0.714237271319432,1.2850262,0.0859800360332494,0.24686621864316083
Alx4,0.0,0.4759929,0,28.120272,19.118835,1.4708152,True,0.0016604328189972991,0.23102536442946445,0.9099055,0.001111897860694053,0.028271774900021626
Ext2,0.0,111.81387,0,13308.123,11669.735,1.1403964,False,1.073474077426368,0.46793355659786035,0.23868811,0.9152478583627076,0.5651083708086351
