"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Nwd1",2.74372658187676e-19,0.704213458844584,0.61,0.073,4.55239114464993e-15,"3","Nwd1"
"Rpl13a",3.95995552605999e-19,0.82244257357451,1,1,6.57035820883873e-15,"3","Rpl13a"
"Ifi44",5.95264044512746e-19,1.71655647214461,0.732,0.155,9.87662102655549e-15,"3","Ifi44"
"Gda",8.12792637638199e-19,0.547913294476662,0.585,0.055,1.3485855443693e-14,"3","Gda"
"Ifitm1",9.31026784069921e-19,1.49469417300949,1,0.691,1.54475964012881e-14,"3","Ifitm1"
"Cirbp",1.03604117815982e-18,1.88039057158475,0.976,0.832,1.71899952280278e-14,"3","Cirbp"
"Fth1",1.0688615230632e-18,0.939318977710493,1,1,1.77345503906646e-14,"3","Fth1"
"Tnfsf10",1.46385424397093e-18,0.797183549312583,0.561,0.064,2.42882696159656e-14,"3","Tnfsf10"
"Rpl30",1.69641389339998e-18,0.893633788045028,1,1,2.81468993192924e-14,"3","Rpl30"
"Rpl6",1.99085295782003e-18,0.898095122440698,1,1,3.30322322761499e-14,"3","Rpl6"
"Eef1b2",2.15645590221262e-18,0.826055897019898,1,1,3.57799163295119e-14,"3","Eef1b2"
"Mettl7a1",3.27160747107036e-18,1.41234834054146,0.927,0.395,5.42825111599994e-14,"3","Mettl7a1"
"Junb",5.45542078565235e-18,2.54802901108729,1,0.845,9.05163416755437e-14,"3","Junb"
"Myct1",7.44601004438304e-18,1.61800373691022,1,0.832,1.23544198656403e-13,"3","Myct1"
"Shisa5",7.48371640801579e-18,2.00275626615762,1,0.945,1.24169822641798e-13,"3","Shisa5"
"Zbp1",8.70608902558051e-18,0.536082627352323,0.39,0.014,1.44451429112432e-13,"3","Zbp1"
"Rpl14",8.78801819616314e-18,0.846895240660192,1,1,1.45810797910739e-13,"3","Rpl14"
"Gm35551",1.11314105061766e-17,0.593101954341264,0.463,0.032,1.84692363118483e-13,"3","Gm35551"
"Tbxas1",1.25101196133287e-17,1.28038092661573,0.902,0.355,2.0756790462435e-13,"3","Tbxas1"
"Ifitm3",1.2786156842298e-17,1.6769285798075,1,0.85,2.12147914327409e-13,"3","Ifitm3"
"Egr1",1.546969529857e-17,2.55681281279429,1,0.786,2.56673184393874e-13,"3","Egr1"
"Eef1a11",1.64172124090794e-17,0.604579323954717,1,1,2.72394388291446e-13,"3","Eef1a1"
"Rplp2",3.11067371342089e-17,1.08665927698195,1,1,5.16122982530795e-13,"3","Rplp2"
"Ifi47",3.16945437078646e-17,1.91844301691443,0.902,0.35,5.2587586920089e-13,"3","Ifi47"
"Rpl7a",3.29586329064939e-17,0.669138651641346,1,1,5.46849637184547e-13,"3","Rpl7a"
"Nlrc5",3.63676233539614e-17,0.964568273324394,0.561,0.073,6.03411606688928e-13,"3","Nlrc5"
"Myof",4.44811329138495e-17,1.47525303133984,0.707,0.159,7.38030957306591e-13,"3","Myof"
"Dazap2",4.48315321719051e-17,1.30465121645815,1,1,7.43844781796249e-13,"3","Dazap2"
"Cox7a2l1",4.7486947289815e-17,1.14407274703132,1,0.995,7.87903429432611e-13,"3","Cox7a2l"
"Gm4951",4.762651665936e-17,0.836747743664085,0.415,0.023,7.90219164412101e-13,"3","Gm4951"
"Rab38",4.99061010317144e-17,1.9166008006306,0.951,0.591,8.28042028318205e-13,"3","Rab38"
"Itm2b",5.75088953935053e-17,1.37438360844634,1,1,9.54187592369041e-13,"3","Itm2b"
"Car21",1.07313250950866e-16,1.80810732257017,1,0.677,1.78054145977677e-12,"3","Car2"
"GFP",1.45907431836128e-16,1.24683617496542,1,1,2.42089610902504e-12,"3","GFP"
"Per1",1.7558765175318e-16,1.49189732355964,0.976,0.809,2.91335031788876e-12,"3","Per1"
"Lhcgr",2.07509729338771e-16,0.984799675058285,0.634,0.109,3.44300142918888e-12,"3","Lhcgr"
"Ifitm7",2.19435250868937e-16,0.532346823162206,0.537,0.068,3.64086968241741e-12,"3","Ifitm7"
"Napsa",2.23093040790736e-16,1.17718149748725,0.829,0.255,3.7015597327999e-12,"3","Napsa"
"Bin2",2.27708819383222e-16,1.45726649117419,1,0.536,3.77814473120642e-12,"3","Bin2"
"Clca3a1",2.5492286921459e-16,1.26349424676135,0.585,0.095,4.22968024600848e-12,"3","Clca3a1"
"Pnrc1",2.80931617927134e-16,1.45677575112744,0.927,0.964,4.66121740464701e-12,"3","Pnrc1"
"Rps27a",3.15058289945412e-16,0.720290337888668,1,1,5.22744714677427e-12,"3","Rps27a"
"Gm11808",3.4586827052099e-16,0.31893383069401,1,1,5.73864634448426e-12,"3","Gm11808"
"Rpsa",4.01448031470391e-16,0.707565002378695,1,1,6.66082573815673e-12,"3","Rpsa"
"Rpl12",4.65809955397971e-16,0.880826121938632,1,0.995,7.72871877996314e-12,"3","Rpl12"
"H2-Q4",4.65891624122966e-16,0.276380263200326,0.659,0.114,7.73007382744825e-12,"3","H2-Q4"
"Def8",5.88409073831488e-16,1.77325922698179,0.951,0.659,9.76288335301204e-12,"3","Def8"
"RFP",6.74603365623635e-16,1.34301212787402,1,1,1.11930190424274e-11,"3","RFP"
"Ppp1r15a",7.95418707745484e-16,2.29526628090313,0.951,0.909,1.31975871989131e-11,"3","Ppp1r15a"
"Tsc22d3",1.40424649271735e-15,1.78077472087516,0.927,0.741,2.32992578071663e-11,"3","Tsc22d3"
"Srgn",1.41950879007924e-15,1.28615432405204,1,0.8,2.35524898449948e-11,"3","Srgn"
"H2-T22",1.96505021124514e-15,1.94957283485494,0.854,0.441,3.26041131049794e-11,"3","H2-T22"
"Pygm",3.16838670658522e-15,1.37144055687803,0.707,0.214,5.2569872235662e-11,"3","Pygm"
"Irf7",6.40812581541865e-15,1.64576279194022,0.683,0.186,1.06323623529426e-10,"3","Irf7"
"Rps8",7.26191018786293e-15,0.881733411980167,1,1,1.20489613837022e-10,"3","Rps8"
"Ly6e",8.91353836094606e-15,1.43026887411862,1,0.85,1.47893428484817e-10,"3","Ly6e"
"Coro2a",1.0897172400492e-14,1.3345579978557,0.927,0.418,1.80805884468964e-10,"3","Coro2a"
"Serinc3",1.19141640573364e-14,0.917847426567878,1,0.955,1.97679810039326e-10,"3","Serinc3"
"Gvin1",1.40851219335849e-14,0.398514413106994,0.683,0.173,2.33700343122041e-10,"3","Gvin1"
"Ltb",2.2004974119619e-14,1.44689971051957,0.951,0.423,3.65106530592718e-10,"3","Ltb"
"Sult1a1",2.83245490034744e-14,1.09737179758454,0.659,0.159,4.69960917065647e-10,"3","Sult1a1"
"Oasl2",2.86685027235161e-14,2.03471602420769,0.878,0.345,4.75667797188579e-10,"3","Oasl2"
"Paip2",2.97130504397525e-14,1.0901047138593,1,0.995,4.92998932896374e-10,"3","Paip2"
"C1ra",4.57655165333182e-14,0.663988956823713,0.341,0.018,7.59341450320815e-10,"3","C1ra"
"Rpl11",4.66468252233471e-14,0.703669678068996,1,1,7.73964124105776e-10,"3","Rpl11"
"Nceh1",4.77473949945837e-14,1.89681108493843,0.927,0.6,7.92224777750132e-10,"3","Nceh1"
"Hlf1",5.40574475857918e-14,1.60330077588753,1,0.655,8.96921170343458e-10,"3","Hlf"
"Cpt1a",5.69170860635721e-14,1.61600490657879,1,0.814,9.44368291966789e-10,"3","Cpt1a"
"Oas3",6.0242673509158e-14,0.973258223424387,0.341,0.018,9.99546438863949e-10,"3","Oas3"
"Rack1",6.81422624418954e-14,0.72600409761777,1,1,1.13061641843593e-09,"3","Rack1"
"Rpl31",7.17430576222287e-14,0.632238094370861,1,1,1.19036081206802e-09,"3","Rpl31"
"Nop53",9.11767133741216e-14,1.20653895170921,1,0.995,1.51280402830343e-09,"3","Nop53"
"Rpl24",9.27478106172719e-14,0.649299093930862,1,0.995,1.53887167376177e-09,"3","Rpl24"
"Gbp2",9.46450819541615e-14,1.76375245902472,0.634,0.168,1.57035119978345e-09,"3","Gbp2"
"Gm12185",1.08030278157838e-13,0.727034305027915,0.293,0.009,1.79243837519485e-09,"3","Gm12185"
"Gbp4",1.08696466250013e-13,0.760550387507553,0.415,0.041,1.80349176802022e-09,"3","Gbp4"
"H2-Aa",1.25197354040277e-13,0.551854633925742,0.268,0.005,2.07727449823628e-09,"3","H2-Aa"
"Rps11",1.28193634376813e-13,0.818697171903951,1,1,2.12698878158008e-09,"3","Rps11"
"Angpt11",1.80174733420809e-13,1.39690800911859,1,0.727,2.98945917691806e-09,"3","Angpt1"
"AC149090.1",1.84879750129126e-13,1.84027302232641,1,0.795,3.06752481414246e-09,"3","AC149090.1"
"Tspan321",1.86323929121587e-13,1.11449359575921,0.976,0.673,3.09148663198537e-09,"3","Tspan32"
"Psmb9",2.10930718852606e-13,0.790962256366825,0.78,0.277,3.49976248720245e-09,"3","Psmb9"
"Epsti11",2.90282243299669e-13,1.48753884612502,0.805,0.327,4.81636298082811e-09,"3","Epsti1"
"Adgrg11",2.98727838395511e-13,1.25102186643731,1,0.818,4.95649229465833e-09,"3","Adgrg1"
"Nt5c3",4.19471043895823e-13,1.21462194192831,0.927,0.886,6.95986356031949e-09,"3","Nt5c3"
"Irs2",4.94253162120393e-13,0.674026392053797,0.561,0.109,8.20064846590156e-09,"3","Irs2"
"Pcp4l1",5.69155349602677e-13,0.575638586610281,0.61,0.136,9.44342556060762e-09,"3","Pcp4l1"
"Rpl7",5.79500967064137e-13,0.597979343555075,1,1,9.61508004552816e-09,"3","Rpl7"
"Socs2",8.31295950631887e-13,1.73604695362985,0.756,0.277,1.37928624128843e-08,"3","Socs2"
"Rpl8",8.89328202650349e-13,0.711893142184732,1,1,1.47557335383746e-08,"3","Rpl8"
"Rps17",9.81248422299409e-13,0.727825861248634,1,1,1.62808738227918e-08,"3","Rps17"
"Eif1",1.04764364380606e-12,0.707234275271926,1,1,1.73825033380301e-08,"3","Eif1"
"Klf6",1.18689947562515e-12,1.4919820346542,1,0.927,1.96930360995725e-08,"3","Klf6"
"Dkkl1",1.68075369531441e-12,0.556791436649694,0.585,0.136,2.78870653126568e-08,"3","Dkkl1"
"Cish",1.72937855189598e-12,2.00234395473295,0.854,0.405,2.86938489330581e-08,"3","Cish"
"Ifi27",2.27617409435706e-12,0.974224479709824,0.61,0.155,3.77662805735724e-08,"3","Ifi27"
"Slc14a1",2.46676679714388e-12,0.776161417790143,0.537,0.109,4.09285946982113e-08,"3","Slc14a1"
"Akap13",2.55546740763002e-12,1.10573002876299,0.951,0.977,4.24003152273973e-08,"3","Akap13"
"F830016B08Rik",3.38021212411769e-12,0.318720278829113,0.268,0.009,5.60844795633607e-08,"3","F830016B08Rik"
"Ube2l6",3.56824609599405e-12,0.571157686164829,0.707,0.205,5.92043392247332e-08,"3","Ube2l6"
"Rps25",4.19929900160964e-12,0.647833626602129,1,1,6.96747690347072e-08,"3","Rps25"
"Spint2",5.54515147851019e-12,0.999338385641116,0.902,0.605,9.20051533314411e-08,"3","Spint2"
"Mecom1",5.55619533579668e-12,1.08226527910902,1,0.809,9.21883930115385e-08,"3","Mecom"
"Ddx60",6.21297169625188e-12,0.796890957370755,0.415,0.055,1.03085626384211e-07,"3","Ddx60"
"Tnip3",6.60890147655166e-12,1.02061153606114,0.634,0.164,1.09654893298945e-07,"3","Tnip3"
"Rpl34",6.65107706441365e-12,0.587515697283184,1,1,1.10354670652751e-07,"3","Rpl34"
"Rbm31",6.75688074153878e-12,0.760963477603181,1,1,1.12110165263611e-07,"3","Rbm3"
"Smpdl3a1",1.09488687781578e-11,1.50824351189235,0.927,0.782,1.81663630767194e-07,"3","Smpdl3a"
"Ndnf",1.11538261143196e-11,0.756550549170978,0.439,0.068,1.85064282888791e-07,"3","Ndnf"
"Ldhd",1.17820908545112e-11,0.739982466734461,0.293,0.018,1.95488451458049e-07,"3","Ldhd"
"Kazald1",1.22324890516875e-11,0.292095637699712,0.293,0.018,2.02961458345599e-07,"3","Kazald1"
"Fxyd5",1.36406980418883e-11,0.746060341870372,1,0.891,2.2632646191101e-07,"3","Fxyd5"
"Gcnt21",1.39993312821733e-11,1.31633146800383,1,0.736,2.32276904633819e-07,"3","Gcnt2"
"Isca1",1.49981287299953e-11,1.10012822651515,0.976,0.964,2.48848951888083e-07,"3","Isca1"
"Serpina3f",2.19319586337979e-11,2.74057404644296,0.488,0.095,3.63895057651974e-07,"3","Serpina3f"
"Lsp11",2.25826067954595e-11,1.08038142303566,0.976,0.705,3.74690611950264e-07,"3","Lsp1"
"Ltbp3",2.26932774256015e-11,1.09953546872109,0.634,0.191,3.76526859045579e-07,"3","Ltbp3"
"Rpl18",2.35006827515614e-11,0.640570614691499,1,1,3.89923328213906e-07,"3","Rpl18"
"Chrnb1",2.7164771525351e-11,0.930682601238909,0.732,0.3,4.50717889148623e-07,"3","Chrnb1"
"Mllt3",3.03310433607446e-11,1.44733109906732,1,0.759,5.03252671441475e-07,"3","Mllt3"
"Alcam",3.55843185297032e-11,0.714910426311623,0.488,0.095,5.90415013044835e-07,"3","Alcam"
"Isg20",3.58093393323026e-11,0.393468274751665,0.488,0.1,5.94148558201565e-07,"3","Isg20"
"Ctss",3.84610214481026e-11,0.618768520129564,0.512,0.095,6.38145267866918e-07,"3","Ctss"
"Fosb",4.03180162569134e-11,1.82534498059677,0.951,0.786,6.68956525734707e-07,"3","Fosb"
"Tap1",4.23189832461587e-11,1.73507027694908,0.78,0.395,7.02156570020265e-07,"3","Tap1"
"Tnfrsf18",4.26394728761836e-11,0.823650343939752,0.512,0.114,7.07474133961638e-07,"3","Tnfrsf18"
"Tspan13",4.29026635496671e-11,1.18503200525384,1,0.877,7.11840993616077e-07,"3","Tspan13"
"Rps27",4.60168541452692e-11,0.587458485352406,1,1,7.63511643978307e-07,"3","Rps27"
"Gm15411",5.04789928569244e-11,0.462992968135155,0.293,0.023,8.37547449482089e-07,"3","Gm15411"
"Muc13",5.68427029320157e-11,0.637769368855119,0.439,0.077,9.43134127048005e-07,"3","Muc13"
"Rbl2",5.69046591995259e-11,1.52933526164199,0.854,0.595,9.44162105438533e-07,"3","Rbl2"
"Tmem40",5.87301905649572e-11,0.90462393127493,0.683,0.232,9.74451321853771e-07,"3","Tmem40"
"Trmt112",9.17067415804372e-11,0.650430474387656,0.976,0.945,1.52159825630261e-06,"3","Trmt112"
"Islr",9.22125187108242e-11,0.671856707592154,0.415,0.064,1.52999011044999e-06,"3","Islr"
"Csrnp1",9.5633443237497e-11,1.2698312206437,0.902,0.814,1.58675009019655e-06,"3","Csrnp1"
"Gbp71",1.18277204083746e-10,1.48625254954843,0.976,0.614,1.96245537015752e-06,"3","Gbp7"
"Calhm6",1.310657314236e-10,0.83931958125571,0.463,0.095,2.17464261578038e-06,"3","Calhm6"
"Rpl36a",1.52340430825094e-10,0.691244001747004,1,1,2.52763242824995e-06,"3","Rpl36a"
"H3f3b",1.56904577791714e-10,1.00528357569864,1,1,2.60336075472012e-06,"3","H3f3b"
"Rpl35a",1.81806043490969e-10,0.62238143476825,1,1,3.01652587360216e-06,"3","Rpl35a"
"Gbp8",2.92210789963351e-10,0.600490556019663,0.415,0.068,4.84836142707192e-06,"3","Gbp8"
"Rpl18a",3.16764875547115e-10,0.642543376010309,1,1,5.25576281507774e-06,"3","Rpl18a"
"Col16a1",3.21935745612923e-10,0.420754719330189,0.341,0.041,5.34155789120962e-06,"3","Col16a1"
"Nkx2-3",3.3124351279054e-10,0.977532166236286,0.854,0.505,5.49599236422064e-06,"3","Nkx2-3"
"Gbp3",3.71589498849375e-10,0.995976556292896,0.683,0.245,6.16541296490883e-06,"3","Gbp3"
"1810073O08Rik",3.83171703123352e-10,1.23427790325195,0.439,0.082,6.35758489822266e-06,"3","1810073O08Rik"
"Gm973",4.1669190261894e-10,0.567638825862978,0.463,0.091,6.91375204825345e-06,"3","Gm973"
"Prtn3",4.92714162945524e-10,0.323226123881128,1,0.7,8.17511339159214e-06,"3","Prtn3"
"Slc48a1",6.13699628770682e-10,1.31641565456715,0.927,0.814,1.01825042405632e-05,"3","Slc48a1"
"Coq8a",6.22481711950986e-10,1.89405507060312,0.732,0.341,1.03282165646908e-05,"3","Coq8a"
"2610035D17Rik",6.71524612129307e-10,1.16813797279289,0.659,0.268,1.11419363644495e-05,"3","2610035D17Rik"
"Ier2",7.08352134324521e-10,1.06295623067302,1,0.968,1.17529786127124e-05,"3","Ier2"
"Rpl27",7.60853564787215e-10,0.514657013251937,1,1,1.26240823469495e-05,"3","Rpl27"
"Sord",7.8720577591051e-10,1.30658316483396,0.927,0.768,1.30613182339072e-05,"3","Sord"
"Rac21",8.848527179952e-10,0.895277863235156,1,0.682,1.46814762969764e-05,"3","Rac2"
"Uba71",8.86993131949037e-10,1.24819717660256,0.951,0.723,1.47169900452984e-05,"3","Uba7"
"Pik3ip1",8.88006378439681e-10,1.05063296691764,0.854,0.536,1.47338018310712e-05,"3","Pik3ip1"
"Dennd4a",1.10677281620555e-09,1.21064063059843,1,0.823,1.83635745664826e-05,"3","Dennd4a"
"Rpl28",1.37615678827046e-09,0.605730759255416,1,1,2.28331934309834e-05,"3","Rpl28"
"Plscr4",2.01842619809626e-09,0.761335236096434,0.512,0.132,3.34897274788132e-05,"3","Plscr4"
"Plxnc11",2.28755641522727e-09,1.50682853918838,0.878,0.695,3.79551360414508e-05,"3","Plxnc1"
"Rtp4",3.00448308897062e-09,1.0754986658476,0.585,0.2,4.98503834122006e-05,"3","Rtp4"
"Ftl1",3.5261851954391e-09,0.505065282927203,1,1,5.85064647627256e-05,"3","Ftl1"
"Mcl1",3.67370332031766e-09,1.02039154304871,1,1,6.09540854907107e-05,"3","Mcl1"
"5031434O11Rik",4.39181736882006e-09,0.671617303072251,0.439,0.1,7.28690337834625e-05,"3","5031434O11Rik"
"Eef2",4.56777804248131e-09,0.653547248559205,1,1,7.57885732808499e-05,"3","Eef2"
"Ebi31",4.89931380393541e-09,1.07595351515849,0.927,0.564,8.12894146348963e-05,"3","Ebi3"
"Rpl29",6.4034940331908e-09,0.581485612304034,1,1,0.000106246772998702,"3","Rpl29"
"Cd28",6.69287566153915e-09,1.02700378744353,0.488,0.132,0.000111048192976258,"3","Cd28"
"Naca",6.75719201641940e-09,0.540324531901785,1,0.995,0.000112115329936431,"3","Naca"
"Zbtb20",7.08799001691463e-09,1.37864888136126,0.854,0.623,0.000117603930360648,"3","Zbtb20"
"Sod1",7.42240607845832e-09,0.512562784822667,1,0.995,0.00012315256165378,"3","Sod1"
"Srsf5",7.5224462193303e-09,0.961403094337699,1,0.991,0.000124812427671128,"3","Srsf5"
"Rps28",1.02225032045551e-08,0.354723052044619,1,1,0.000169611773169978,"3","Rps28"
"Rnf125",1.07123139883145e-08,0.705403576639023,0.512,0.155,0.000177738713694113,"3","Rnf125"
"Abcg3",1.19897146339313e-08,0.79599224768428,0.439,0.105,0.000198933345206189,"3","Abcg3"
"Cytip",1.32754899737045e-08,1.14763099129997,0.829,0.432,0.000220266929643704,"3","Cytip"
"Eepd1",1.35920391175453e-08,0.545682184239972,0.463,0.123,0.000225519113038312,"3","Eepd1"
"Tsc22d11",1.42240130921084e-08,1.16109095366819,1,0.982,0.000236004825224263,"3","Tsc22d1"
"2410006H16Rik",1.46844581702589e-08,0.378585855037938,0.854,0.859,0.000243644529960936,"3","2410006H16Rik"
"Rps15a",1.60093603638876e-08,0.526739885534679,1,1,0.000265627307157623,"3","Rps15a"
"Neat1",1.86561105960006e-08,0.523395154448336,0.829,0.45,0.000309542187008842,"3","Neat1"
"Nfic",1.99911939872219e-08,0.931285220310603,0.902,0.859,0.000331693890635985,"3","Nfic"
"P2ry10",2.29430209469473e-08,1.12404521247997,0.39,0.082,0.00038067060355175,"3","P2ry10"
"Batf2",2.34018137296486e-08,0.69385877852523,0.293,0.041,0.000388282893402329,"3","Batf2"
"Ell2",2.5828924097739e-08,1.18726863182143,0.732,0.445,0.000428553508629686,"3","Ell2"
"H2-DMa",2.60094124062591e-08,0.638830642655456,0.61,0.214,0.000431548170644651,"3","H2-DMa"
"Itih51",2.67554146964328e-08,1.21495609859151,0.78,0.55,0.000443925840643213,"3","Itih5"
"Tgm2",2.69757516127747e-08,1.0057449399098,0.902,0.705,0.000447581670759158,"3","Tgm2"
"Xaf1",2.78589066292916e-08,0.612509625644138,0.61,0.273,0.000462234978793207,"3","Xaf1"
"March7",3.01946981326824e-08,1.07845662556889,0.927,0.955,0.000500990431417466,"3","March7"
"Saraf",4.44053462706085e-08,1.00469417691484,0.951,0.991,0.000736773505321936,"3","Saraf"
"Zfp36l21",5.30347883904996e-08,0.826380100187172,1,0.982,0.000879953208975169,"3","Zfp36l2"
"Sgms1",5.72846484936206e-08,1.42681939242291,0.951,0.85,0.000950466887806153,"3","Sgms1"
"Cd84",5.84084844865166e-08,0.991191865017121,0.659,0.291,0.000969113574600283,"3","Cd84"
"Elk4",6.90573141828041e-08,1.05422258086953,0.878,0.909,0.00114579895692108,"3","Elk4"
"Mamdc2",7.96609112560322e-08,0.844641985421392,0.878,0.455,0.00132173383956009,"3","Mamdc2"
"Creg1",9.09747080629279e-08,0.862618238541155,0.976,0.864,0.0015094523561801,"3","Creg1"
"Gimap61",9.93221847785871e-08,0.874333972527033,1,0.891,0.00164795368984632,"3","Gimap6"
"Rasa4",1.02537340516666e-07,0.612638759410769,0.463,0.123,0.00170129955385253,"3","Rasa4"
"Rpl41",1.05562829863349e-07,0.468373231669779,1,1,0.00175149847309269,"3","Rpl4"
"Alox5ap",1.37539159859886e-07,0.618758511818624,1,0.814,0.00228204974039523,"3","Alox5ap"
"Cyp2j9",1.4044028293702e-07,0.830769844500952,0.39,0.095,0.00233018517449103,"3","Cyp2j9"
"Dtx3l",1.53155788215637e-07,0.326517466788824,0.854,0.65,0.00254116083807385,"3","Dtx3l"
"Gstm1",1.61069503687421e-07,1.05869838492891,0.902,0.736,0.00267246520518169,"3","Gstm1"
"Jade2",1.61130025340554e-07,0.820361876766382,0.634,0.25,0.00267346938045047,"3","Jade2"
"Prdx6",1.68365271139704e-07,0.761392966070442,0.976,0.991,0.00279351657874997,"3","Prdx6"
"Obscn",1.7677062843632e-07,0.891534228682108,0.463,0.15,0.00293297826701542,"3","Obscn"
"Dhx58",1.79190943750564e-07,0.916425849077727,0.683,0.309,0.00297313613870937,"3","Dhx58"
"Ptpn18",1.79660546501501e-07,0.779099483047859,0.927,0.832,0.0029809277875529,"3","Ptpn18"
"H2-DMb1",1.84599211353291e-07,0.518539503797209,0.341,0.073,0.0030628701147738,"3","H2-DMb1"
"Hscb",1.92767138338926e-07,0.654818766794309,0.878,0.695,0.00319839235931946,"3","Hscb"
"Pik3r1",1.975585490435e-07,1.41669217124222,0.976,0.827,0.00327789144572975,"3","Pik3r1"
"Psme1",2.14639872807993e-07,0.717096423368431,1,0.982,0.00356130476963023,"3","Psme1"
"Rps15",2.39282707785799e-07,0.492936033826438,1,0.991,0.00397017868758198,"3","Rps15"
"Rps26",2.42183838275019e-07,0.43694652602788,1,1,0.00401831424465912,"3","Rps26"
"Btg2",2.46023639839274e-07,1.8375464955156,0.902,0.805,0.00408202423221324,"3","Btg2"
"Cyfip21",2.75186405120211e-07,0.8818397628565,0.927,0.709,0.00456589283375454,"3","Cyfip2"
"Casp12",3.01423868751272e-07,1.00691315178924,0.415,0.118,0.00500122483032111,"3","Casp12"
"Pank2",3.04210186200451e-07,0.254810119122546,0.317,0.795,0.00504745540943788,"3","Pank2"
"Ptk2b",3.09544105982639e-07,1.06720647822364,0.878,0.745,0.00513595580646395,"3","Ptk2b"
"Pqlc3",3.31357028158855e-07,0.972262385687903,0.61,0.259,0.00549787581121172,"3","Pqlc3"
"Gpr171",3.59137721038106e-07,1.56226562493683,0.854,0.518,0.00595881306746426,"3","Gpr171"
"Rpl37a",3.76895229490476e-07,0.45762853273771,1,1,0.00625344564770597,"3","Rpl37a"
"Il18",3.77601341922552e-07,0.293658449407514,0.317,0.064,0.00626516146517898,"3","Il18"
"Tnfrsf13c",4.11729765372148e-07,0.529739699983249,0.39,0.109,0.00683142026705468,"3","Tnfrsf13c"
"Padi4",4.64586729004911e-07,0.294265571127714,0.366,0.082,0.00770842300764948,"3","Padi4"
"Plaur",4.80880847903915e-07,0.865243676542072,0.683,0.477,0.00797877502842176,"3","Plaur"
"Meis1",4.84545533317075e-07,0.814998399579992,0.976,0.827,0.00803957948879691,"3","Meis1"
"Numa1",4.85654743771402e-07,0.873132712693607,0.976,0.968,0.00805798350865509,"3","Numa1"
"Xdh",4.96425446961193e-07,0.308467958584761,0.317,0.059,0.00823669101598011,"3","Xdh"
"Ces2g",5.44164843083963e-07,0.535521122471023,0.293,0.055,0.00902878307644912,"3","Ces2g"
"Inhba",6.11430712125107e-07,0.482226377650317,0.293,0.055,0.0101448583755798,"3","Inhba"
"Rela",6.51884116591191e-07,1.0507551582022,0.951,0.927,0.010816061262481,"3","Rela"
"Rabac1",6.85541715502248e-07,0.65529541461789,0.902,0.873,0.0113745081436133,"3","Rabac1"
"Selenop",6.93772752873244e-07,0.457559628800388,1,0.986,0.0115110775156729,"3","Selenop"
"Tinagl1",7.63825628762522e-07,1.26877827018712,0.683,0.377,0.0126733948324278,"3","Tinagl1"
"AI6622701",8.14006310221956e-07,0.935172187396066,0.951,0.718,0.0135059926992027,"3","AI662270"
"Cd471",8.29919325243729e-07,0.633031137805107,0.976,0.977,0.013770021444444,"3","Cd47"
"Cdkn1a",8.7949275267235e-07,0.972430687176989,0.732,0.445,0.0145925437523396,"3","Cdkn1a"
"Ccdc69",9.21660202588313e-07,0.762022852232054,0.634,0.377,0.0152921860813453,"3","Ccdc69"
"Gimap5",1.01605001861477e-06,0.960411138927338,0.854,0.655,0.0168583019088563,"3","Gimap5"
"Rasgef1b",1.05074156314152e-06,0.960533363757559,0.78,0.555,0.0174339040156441,"3","Rasgef1b"
"Meg3",1.06768684982526e-06,0.364489090622008,0.732,0.414,0.0177150602123007,"3","Meg3"
"H2-Ab1",1.0843793664338e-06,0.796025913602189,0.317,0.073,0.0179920224478696,"3","H2-Ab1"
"Igtp",1.09756503739644e-06,1.45195038892687,0.585,0.3,0.0182107991004817,"3","Igtp"
"Hivep3",1.15354771438694e-06,0.495401483631566,0.561,0.218,0.0191396636771082,"3","Hivep3"
"Rgs181",1.17879474868446e-06,1.08386742790354,0.805,0.468,0.0195585624701726,"3","Rgs18"
